YEAR,Customer_num ,Establishment_Date,Number_of_Emp,Profit,Sector,Region,Total Risk ,Total Limit,Sales
2015,RATI9905FVD,40024,29,62205,RETAIL-WHOLESALE,Central Anatolia Region,128410,671033,0
2013,RATI9870BTA,39087,5,,RETAIL-WHOLESALE,Marmara Region,13860,171387,3
2014,RATI3508VLH,36168,2,-15126,OTHERS,Mediterranean Region,817200,1893526,0
2016,RATI1631BBV,40557,15,54512,MANUFACTURING,Marmara Region,83674,282898,0
2012,RATI1808RAM,33806,11,62266,MANUFACTURING,Mediterranean Region,45629,94935,0
2017,RATI8240NST,40194,25,694602,OTHERS,,574533,698623,0
2017,RATI4917FQX,41297,1,177925,OTHERS,Central Anatolia Region,506954,655905,0
2014,RATI9610ANX,39104,5,262846,MANUFACTURING,Marmara Region,49334,932320,0
2012,RATI8457DTA,37114,14,76475,RETAIL-WHOLESALE,Black Sea Region,1876988,2301038,0
2014,RATI5348OMD,38133,6,,RETAIL-WHOLESALE,Mediterranean Region,269563,2084110,3
2011,RATI2559EJP,38501,9,29297,OTHERS,Marmara Region,155758,518965,0
2012,RATI2274RKV,40040,3,133737,OTHERS,,1000050,2016276,0
2011,RATI1254DSQ,37249,3,-5891,RETAIL-WHOLESALE,Marmara Region,250495,2203764,0
2014,RATI1749JSN,40556,2,,RETAIL-WHOLESALE,Marmara Region,18294,43063,3
2013,RATI1123VRK,37257,4,,RETAIL-WHOLESALE,Black Sea Region,136248,526550,3
2013,RATI9994RYM,36136,9,-81122,RETAIL-WHOLESALE,Central Anatolia Region,2266813,3588058,0
2017,RATI7456FTE,38039,5,,MANUFACTURING,Marmara Region,2105301,4537352,3
2011,RATI9517GJF,39604,26,412920,OTHERS,Central Anatolia Region,1127360,1200209,0
2011,RATI2147FWN,39807,5,-455851,RETAIL-WHOLESALE,Marmara Region,2570996,2582876,0
2016,RATI5565OGC,34704,29,,RETAIL-WHOLESALE,Central Anatolia Region,955031,2883061,3
2014,RATI2830LHF,37790,12,,MANUFACTURING,Central Anatolia Region,31140,730017,3
2015,RATI6226URC,35762,5,199576,RETAIL-WHOLESALE,Marmara Region,1021136,2460003,1
2010,RATI5805YXI,38147,,-73411,MANUFACTURING,,274599,1754807,0
2017,RATI5861LKA,40424,18,551272,MANUFACTURING,Central Anatolia Region,755509,1040629,1
2013,RATI1185WNX,39541,3,,RETAIL-WHOLESALE,Central Anatolia Region,100640,140296,3
2012,RATI7491DHG,33284,3,29343,RETAIL-WHOLESALE,Marmara Region,2305775,3519137,0
2017,RATI9708ZUH,42056,17,39496,RETAIL-WHOLESALE,Marmara Region,380402,806901,0
2016,RATI6751YWC,35823,5,-16510,RETAIL-WHOLESALE,Mediterranean Region,432962,748496,0
2010,RATI4454XYI,30357,,16458,RETAIL-WHOLESALE,Aegean Region,214329,603353,0
2014,RATI3116ZAK,38741,29,304857,MANUFACTURING,,905779,2237834,0
2016,RATI2888KYZ,34630,11,29674,MANUFACTURING,Mediterranean Region,2169323,4867188,0
2012,RATI7475TNE,39408,1,20692,RETAIL-WHOLESALE,Aegean Region,242136,424077,0
2016,RATI2465QUC,39592,4,6378,RETAIL-WHOLESALE,Marmara Region,21337,72792,0
2015,RATI3356HMX,34879,3,,RETAIL-WHOLESALE,Mediterranean Region,52441,298427,3
2012,RATI3010CSD,40468,3,-8961,SERVICES,Central Anatolia Region,1476368,1606280,0
2012,RATI5500PDD,39471,4,180185,OTHERS,,237558,524304,1
2012,RATI1352OSZ,36917,24,200701,SERVICES,Aegean Region,205914,754120,0
2013,RATI9111OBN,35868,25,62464,MANUFACTURING,Marmara Region,0,387840,0
2015,RATI3469MGD,37702,12,-163605,RETAIL-WHOLESALE,,291478,586358,0
2010,RATI9264VAZ,34419,20,69617,MANUFACTURING,,297335,3337391,0
2011,RATI1195STS,37403,30,12417,RETAIL-WHOLESALE,Mediterranean Region,1091004,1801937,0
2013,RATI3572CLS,36495,3,53665,OTHERS,Marmara Region,255501,567593,0
2017,RATI1939AGL,42036,1,30506,RETAIL-WHOLESALE,,469,110638,0
2016,RATI3783FPM,41919,3,-5223,RETAIL-WHOLESALE,Marmara Region,38644,1574737,0
2015,RATI6264PQM,36279,18,19482,MANUFACTURING,Southeastern Anatolia Region,1983312,5219790,1
2014,RATI5944QLZ,39317,3,64840,OTHERS,Aegean Region,2280455,5011402,0
2017,RATI8544WEA,39442,9,-3306357,SERVICES,Marmara Region,3942844,5260573,0
2014,RATI9827QIA,40485,2,449651,RETAIL-WHOLESALE,Marmara Region,931408,1222741,0
2017,RATI6153WJI,35938,9,122308,RETAIL-WHOLESALE,Marmara Region,585391,2135378,0
2013,RATI2066EDW,40498,15,47253,RETAIL-WHOLESALE,Marmara Region,2580536,6622837,1
2016,RATI9292YEG,31805,2,17934,RETAIL-WHOLESALE,Southeastern Anatolia Region,4659,111974,0
2010,RATI8948VIG,32909,,,RETAIL-WHOLESALE,Marmara Region,103962,267656,3
2017,RATI7549VQF,42242,2,-21636,RETAIL-WHOLESALE,Mediterranean Region,132626,150794,0
2012,RATI9587QWY,33302,26,112601,MANUFACTURING,Aegean Region,484460,3419993,1
2017,RATI8170ODC,41132,17,19696,MANUFACTURING,Marmara Region,140964,375082,0
2016,RATI5068GMM,38387,6,,RETAIL-WHOLESALE,Central Anatolia Region,318846,1112201,3
2015,RATI2880DZI,34891,40,,MANUFACTURING,Marmara Region,1298778,2931811,3
2013,RATI7798LVK,38953,1,541246,MANUFACTURING,Marmara Region,4504634,5388091,0
2011,RATI4287NAF,35302,20,25411,MANUFACTURING,Marmara Region,450685,2468657,0
2014,RATI5139SJI,35108,2,38479,RETAIL-WHOLESALE,Aegean Region,176473,374037,0
2011,RATI5598GTV,35825,1,,RETAIL-WHOLESALE,Mediterranean Region,149320,449165,3
2013,RATI3741TFP,39791,45,,MANUFACTURING,Marmara Region,24771,68233,3
2011,RATI4519QGO,39234,3,14524,OTHERS,Central Anatolia Region,727929,1121931,0
2011,RATI6772VZP,38090,4,63294,RETAIL-WHOLESALE,Aegean Region,1789205,8963304,1
2016,RATI4362KRT,35453,17,53698,MANUFACTURING,Mediterranean Region,1597087,3410283,0
2015,RATI7793LUT,38540,15,174736,RETAIL-WHOLESALE,Marmara Region,1199398,4165514,0
2014,RATI7946DTX,39377,19,75914,MANUFACTURING,Marmara Region,64029,583953,0
2016,RATI5165FGW,35788,6,108803,RETAIL-WHOLESALE,Marmara Region,3819003,7089532,0
2017,RATI8690YRF,34665,10,938618,RETAIL-WHOLESALE,Marmara Region,3457429,10183176,1
2013,RATI2683ZXU,39892,2,145256,RETAIL-WHOLESALE,Central Anatolia Region,272531,3054525,1
2012,RATI2764MYG,37220,2,23917,RETAIL-WHOLESALE,Marmara Region,96690,282062,0
2014,RATI2012CNR,40148,30,,RETAIL-WHOLESALE,Aegean Region,390529,3476847,3
2016,RATI6177FLN,38098,20,39918,RETAIL-WHOLESALE,Marmara Region,314798,2245111,1
2015,RATI3379MVR,38636,76,,RETAIL-WHOLESALE,Black Sea Region,710460,2935697,3
2012,RATI2437GAB,33605,20,60871,RETAIL-WHOLESALE,Mediterranean Region,2428625,4916164,1
2017,RATI1658ZHC,41543,34,,MANUFACTURING,Eastern Anatolia Region,1131087,1710463,3
2011,RATI4102OTL,31726,20,51232,RETAIL-WHOLESALE,Marmara Region,522211,1558053,0
2012,RATI1809RMX,39652,2,47969,OTHERS,Southeastern Anatolia Region,1041999,2549097,0
2016,RATI5469CQQ,36462,8,,MANUFACTURING,Mediterranean Region,7811337,12865993,3
2013,RATI2851DIV,35076,2,,RETAIL-WHOLESALE,Marmara Region,130724,301962,3
2013,RATI1744GHE,35082,2,16153,RETAIL-WHOLESALE,Marmara Region,110241,186476,0
2011,RATI8021MEQ,38069,1,15327,RETAIL-WHOLESALE,Black Sea Region,192414,517916,0
2014,RATI5282DDY,36647,28,35154,RETAIL-WHOLESALE,Aegean Region,3875705,5992898,0
2017,RATI2683LAH,40203,38,37033,RETAIL-WHOLESALE,Mediterranean Region,1648644,2907237,0
2017,RATI7096QYI,41495,6,53294,OTHERS,Marmara Region,44919,115383,0
2014,RATI2629BBO,34032,14,142336,RETAIL-WHOLESALE,,420933,4050038,0
2015,RATI7560LJY,39050,14,,RETAIL-WHOLESALE,Marmara Region,2012036,5768486,3
2010,RATI7849SAJ,28186,,243561,RETAIL-WHOLESALE,Aegean Region,86006,566702,0
2014,RATI1239WXG,34724,18,518897,RETAIL-WHOLESALE,Marmara Region,2637958,7963100,1
2015,RATI4326NTA,38518,5,84122,RETAIL-WHOLESALE,Marmara Region,89431,1091592,0
2015,RATI6899IMP,38331,18,,SERVICES,Mediterranean Region,3252894,9630179,3
2016,RATI9951UYB,34359,7,,RETAIL-WHOLESALE,Mediterranean Region,674520,2296788,3
2015,RATI9147FMM,40425,3,19661,SERVICES,Marmara Region,152753,905677,0
2017,RATI6091DIH,33391,7,138107,RETAIL-WHOLESALE,Mediterranean Region,285584,846237,0
2011,RATI6070QAM,35089,9,164829,RETAIL-WHOLESALE,Central Anatolia Region,137502,720874,0
2015,RATI8271FPS,40288,10,15895,RETAIL-WHOLESALE,Mediterranean Region,877954,3579397,0
2017,RATI8358XFQ,39865,25,45784,RETAIL-WHOLESALE,Southeastern Anatolia Region,2566793,2845965,1
2011,RATI7591HGJ,35086,60,,MANUFACTURING,Aegean Region,777171,2264727,3
2015,RATI1305RJV,41563,1,,RETAIL-WHOLESALE,Aegean Region,155242,163267,3
2017,RATI6935JVT,41333,17,-25442,OTHERS,Marmara Region,317767,568385,0
2013,RATI7042TFT,39637,4,,OTHERS,Marmara Region,14173,133762,3
2015,RATI5723QIX,41056,207,,SERVICES,Mediterranean Region,515957,2569092,3
2014,RATI4099EAM,34946,3,1067268,MANUFACTURING,Marmara Region,150499,188893,0
2013,RATI7290VGU,37616,3,,MANUFACTURING,Central Anatolia Region,969682,1372454,3
2012,RATI2145YPE,33621,8,-1484509,RETAIL-WHOLESALE,Aegean Region,1683884,5209888,0
2016,RATI4735JHM,35841,13,,MANUFACTURING,Marmara Region,94797,1093150,3
2011,RATI3337DRF,37167,10,55932,MANUFACTURING,Marmara Region,62369,189900,0
2014,RATI6967KFM,39085,8,-18689,OTHERS,Marmara Region,616760,1586317,0
2015,RATI6764ONV,38005,28,2182328,OTHERS,Black Sea Region,1951721,10624741,0
2014,RATI3266VNC,31054,23,165472,RETAIL-WHOLESALE,Marmara Region,172163,651416,0
2012,RATI2683ZXU,39872,2,53591,RETAIL-WHOLESALE,Central Anatolia Region,169007,341726,0
2011,RATI9913NRU,30351,5,-221778,SERVICES,Marmara Region,369619,13773756,0
2013,RATI2891WNR,37242,98,450159,OTHERS,,2364108,3612178,0
2015,RATI5119UXG,34357,8,19239,RETAIL-WHOLESALE,Marmara Region,132140,295071,0
2011,RATI1315OQE,38156,26,,RETAIL-WHOLESALE,Marmara Region,62494,1609415,3
2011,RATI7394MRY,37431,12,692500,MANUFACTURING,Marmara Region,428075,1971765,1
2014,RATI2682XKY,40341,47,-88802,RETAIL-WHOLESALE,Central Anatolia Region,50717,594298,0
2015,RATI3790WMV,32739,5,,OTHERS,Marmara Region,6837,1584744,3
2017,RATI6533RFK,40444,3,,RETAIL-WHOLESALE,Marmara Region,141195,724539,3
2011,RATI8522LYJ,35350,17,151084,MANUFACTURING,Mediterranean Region,1033921,2566998,1
2014,RATI7091TAC,38739,3,34285,RETAIL-WHOLESALE,Marmara Region,1207451,2176945,0
2016,RATI4039UTH,37644,2,8004,RETAIL-WHOLESALE,Mediterranean Region,316234,914231,0
2011,RATI1179VEZ,38957,24,,RETAIL-WHOLESALE,Black Sea Region,,,3
2014,RATI6018JRO,36556,10,100654,MANUFACTURING,Aegean Region,792405,2323537,1
2011,RATI1201FRQ,39670,8,7421,RETAIL-WHOLESALE,,26521,26382,0
2017,RATI1803FIH,35248,7,7465,SERVICES,Mediterranean Region,607540,623818,0
2013,RATI2309ZRJ,40690,2,14960,RETAIL-WHOLESALE,Aegean Region,421926,2744390,0
2017,RATI9039PJM,37765,1,31806,RETAIL-WHOLESALE,Black Sea Region,5157154,7863206,0
2013,RATI1378TMI,34359,17,,SERVICES,,91133,4656301,3
2015,RATI5111NEO,31860,94,224487,MANUFACTURING,Black Sea Region,134488,1109641,1
2013,RATI7469ZJQ,38800,3,,RETAIL-WHOLESALE,Marmara Region,45270,357292,3
2017,RATI9567AOX,39941,3,133779,OTHERS,Aegean Region,330388,3300609,0
2013,RATI1173PSU,39366,5,120420,MANUFACTURING,Black Sea Region,2437323,3386960,0
2013,RATI7062JQC,37908,7,,OTHERS,Marmara Region,1227071,3301461,3
2013,RATI5435GEZ,37275,10,,OTHERS,Marmara Region,252810,1534807,3
2014,RATI4789ETH,39513,37,,OTHERS,Marmara Region,283880,1652104,3
2017,RATI4601FCH,39555,6,365669,RETAIL-WHOLESALE,Marmara Region,15391,74684,0
2017,RATI4813KZP,40574,2,-34982,RETAIL-WHOLESALE,Aegean Region,189974,219473,0
2015,RATI5333AYV,39496,15,,RETAIL-WHOLESALE,Aegean Region,1995549,3101817,3
2016,RATI8554FOJ,40194,2,,MANUFACTURING,Marmara Region,47453,451461,3
2017,RATI8577SZO,35512,17,,RETAIL-WHOLESALE,Black Sea Region,350458,1650038,3
2012,RATI3378LLG,29981,18,,OTHERS,Marmara Region,10248,830020,3
2012,RATI9970WDI,35915,92,87554,MANUFACTURING,Marmara Region,11368379,30462507,1
2012,RATI3724ASK,40254,4,58004,OTHERS,Central Anatolia Region,572646,626876,0
2012,RATI2963WZC,39825,3,4459,RETAIL-WHOLESALE,Mediterranean Region,202885,281483,0
2014,RATI9611SYB,38010,14,90962,OTHERS,Marmara Region,31447,349286,0
2017,RATI6941JRB,40394,5,16052,SERVICES,Marmara Region,823679,2053624,0
2014,RATI1165BST,34706,4,,RETAIL-WHOLESALE,Central Anatolia Region,140288,398774,3
2017,RATI6986YDW,42279,1,10161,RETAIL-WHOLESALE,Marmara Region,725359,1765185,0
2017,RATI9621NHA,37915,3,,RETAIL-WHOLESALE,Central Anatolia Region,139498,360601,3
2016,RATI9634ACI,36734,2,,RETAIL-WHOLESALE,Marmara Region,52354,103884,3
2017,RATI5562LSD,35088,15,13225,RETAIL-WHOLESALE,Mediterranean Region,100066,495225,0
2014,RATI3403OMX,38979,3,41917,RETAIL-WHOLESALE,Marmara Region,1501902,4017068,1
2010,RATI8315MVY,38345,1111,,OTHERS,Marmara Region,237271,620750,3
2015,RATI8372AGH,38883,5,122844,OTHERS,,783921,2404577,0
2016,RATI8603ZWW,35699,4,,OTHERS,Central Anatolia Region,241304,310408,3
2011,RATI6304MGI,36901,5,,RETAIL-WHOLESALE,Southeastern Anatolia Region,487292,3620715,3
2013,RATI3104FTN,38643,2,,OTHERS,Southeastern Anatolia Region,2514353,5848708,3
2013,RATI7119YQH,39617,2,165936,MANUFACTURING,Marmara Region,2023461,3636084,0
2013,RATI5310YIM,39412,5,70072,RETAIL-WHOLESALE,Marmara Region,421435,707448,0
2013,RATI8022VRR,38306,5,19920,RETAIL-WHOLESALE,Marmara Region,1710449,1755952,0
2015,RATI4487YDK,35681,1,9681,RETAIL-WHOLESALE,Central Anatolia Region,111151,939151,0
2017,RATI3301WJI,41230,8,50991,MANUFACTURING,Marmara Region,578047,1723634,0
2013,RATI4726HTA,34342,5,79700,RETAIL-WHOLESALE,Mediterranean Region,1915727,3833098,0
2012,RATI5300HOB,28231,8,40744,RETAIL-WHOLESALE,Marmara Region,380036,809172,0
2015,RATI1175CZK,41434,10,25923,OTHERS,Aegean Region,109676,2270817,0
2015,RATI7432TSJ,39176,3,17901,RETAIL-WHOLESALE,,1140149,1490716,0
2017,RATI2381TMM,34290,2,-47664,RETAIL-WHOLESALE,Marmara Region,587406,1449091,0
2010,RATI1077KXC,33455,,,RETAIL-WHOLESALE,Aegean Region,21417,1808611,3
2017,RATI5447EYD,33276,26,17904,MANUFACTURING,Aegean Region,155333,925822,0
2010,RATI7446WIW,35405,5,3525,RETAIL-WHOLESALE,Marmara Region,1156920,2469475,1
2010,RATI5282DDY,36667,28,-45933,RETAIL-WHOLESALE,Aegean Region,511111,3998472,0
2016,RATI8303HGU,39405,11,-111609,RETAIL-WHOLESALE,,2612579,4032161,0
2016,RATI6816LWM,41214,2,185552,OTHERS,Marmara Region,26895,71537,0
2013,RATI3897MKO,39903,13,61727,RETAIL-WHOLESALE,Marmara Region,1229044,5843012,0
2014,RATI1472BHD,40205,5,232693,OTHERS,Marmara Region,26886,135215,0
2014,RATI2319HSQ,34776,11,111032,RETAIL-WHOLESALE,Mediterranean Region,857733,4319334,1
2015,RATI2997ZLP,36973,10,-399342,RETAIL-WHOLESALE,Mediterranean Region,1426025,3211035,0
2012,RATI7894OPG,39478,2,50092,RETAIL-WHOLESALE,Central Anatolia Region,805040,1559535,0
2016,RATI1960ITY,40729,2,23712,OTHERS,Marmara Region,259870,606372,0
2014,RATI4205WOH,33990,3,,OTHERS,Marmara Region,163455,357792,3
2017,RATI1921KGK,39922,30,,OTHERS,Aegean Region,79001,182145,3
2015,RATI8220DUN,36508,21,,RETAIL-WHOLESALE,Mediterranean Region,351887,922876,3
2015,RATI9236OAK,40951,23,-10496,SERVICES,Mediterranean Region,620802,845593,0
2017,RATI4490YGE,37334,12,,OTHERS,Marmara Region,505146,2708019,3
2014,RATI6932ACD,37741,7,93943,OTHERS,Marmara Region,1840396,1961728,0
2016,RATI3841AWM,38487,7,371637,RETAIL-WHOLESALE,Marmara Region,244832,645062,0
2016,RATI5446TUL,36191,14,471489,OTHERS,,401133,744494,0
2017,RATI9041EZE,41709,1,46877,RETAIL-WHOLESALE,Aegean Region,426873,1025047,0
2015,RATI5549TSO,38817,2,25213,RETAIL-WHOLESALE,Marmara Region,1491915,3464596,0
2012,RATI3560UQZ,39440,3,192627,MANUFACTURING,Central Anatolia Region,75406,227925,0
2013,RATI8805IYZ,38920,7,28870,RETAIL-WHOLESALE,Aegean Region,664260,1337699,0
2013,RATI6832SBF,33973,10,116731,OTHERS,Central Anatolia Region,81997,184399,0
2017,RATI9762TEP,40303,3,,OTHERS,Mediterranean Region,71355,177396,3
2012,RATI7532UPX,37559,10,62161,RETAIL-WHOLESALE,Marmara Region,776523,2112198,0
2013,RATI7150GLG,31784,29,-289774,MANUFACTURING,Central Anatolia Region,1132724,1349285,0
2013,RATI1592QMB,35992,5,189316,MANUFACTURING,Marmara Region,863361,3284309,0
2016,RATI1600TQM,35789,14,86592,SERVICES,,674250,2091683,0
2011,RATI5667DUG,39426,5,82634,RETAIL-WHOLESALE,Mediterranean Region,2305589,7123097,1
2016,RATI5230NWB,38508,4,28734,RETAIL-WHOLESALE,,1170172,4762935,0
2017,RATI5803RJL,37671,9,,SERVICES,Mediterranean Region,262461,1192231,3
2013,RATI4190IYI,39829,8,68719,RETAIL-WHOLESALE,Marmara Region,682532,2062006,0
2015,RATI9762TEP,40309,3,16395,OTHERS,Mediterranean Region,73860,231605,0
2010,RATI9072LYM,32896,,425941,MANUFACTURING,Central Anatolia Region,2250905,4330450,1
2011,RATI3740STJ,39491,3,38402,SERVICES,Eastern Anatolia Region,560799,3620629,0
2012,RATI7657PYB,32541,10,126889,MANUFACTURING,Marmara Region,160543,432660,0
2013,RATI4683FYY,34158,16,7369,RETAIL-WHOLESALE,Marmara Region,3188819,8490892,0
2010,RATI8392XWB,29394,,75524,RETAIL-WHOLESALE,Marmara Region,37842,89169,0
2013,RATI1907LTS,34155,10,-186337,MANUFACTURING,Marmara Region,225558,4044616,0
2013,RATI4205WOH,33966,3,,OTHERS,Marmara Region,137097,255166,3
2015,RATI7684VOF,37783,31,255524,MANUFACTURING,Mediterranean Region,81356,1392296,0
2016,RATI6751WJL,35614,30,230143,MANUFACTURING,Central Anatolia Region,2610743,6262202,0
2013,RATI5465QKZ,36703,10,30967,OTHERS,Central Anatolia Region,16227,70135,0
2016,RATI4620UXX,41669,2,64063,MANUFACTURING,Marmara Region,439157,2062821,0
2010,RATI8775TZK,38147,,,RETAIL-WHOLESALE,Marmara Region,1814021,3797634,3
2012,RATI3812UGH,35067,12,-107541,MANUFACTURING,Marmara Region,209855,1036683,0
2017,RATI3055HXK,40675,9,2764,MANUFACTURING,,96244,2637917,0
2015,RATI2914OVI,35814,1,,RETAIL-WHOLESALE,Central Anatolia Region,234516,671067,3
2015,RATI7559VQX,33984,41,23676,MANUFACTURING,Marmara Region,59068,432403,0
2013,RATI4091SVU,37631,3,21137,RETAIL-WHOLESALE,Mediterranean Region,409889,1701473,0
2013,RATI4138ECV,37512,13,-67275,MANUFACTURING,Marmara Region,1465,297165,0
2015,RATI3690SOG,40057,5,115978,OTHERS,Aegean Region,956069,4804938,0
2017,RATI8265WER,41254,1,,OTHERS,,436951,1305338,3
2017,RATI4786ELG,35571,22,56652,MANUFACTURING,Central Anatolia Region,551753,8687030,1
2011,RATI8194YMQ,39091,16,-2774803,MANUFACTURING,Central Anatolia Region,8229847,8623032,0
2017,RATI2364YBG,35420,8,,RETAIL-WHOLESALE,Marmara Region,35680,338070,3
2012,RATI1269SEZ,33446,7,18660,RETAIL-WHOLESALE,Aegean Region,68409,112322,0
2010,RATI3198HTV,36189,,,RETAIL-WHOLESALE,Marmara Region,8622,75368,3
2015,RATI2128ICR,39055,1,76698,RETAIL-WHOLESALE,Mediterranean Region,159978,587298,0
2015,RATI5443ZNV,40942,5,19048,RETAIL-WHOLESALE,Eastern Anatolia Region,994813,1339411,0
2016,RATI1767VFD,41783,3,-1065552,SERVICES,Marmara Region,1531847,2094534,0
2017,RATI7484DPX,35726,7,-113414,RETAIL-WHOLESALE,Marmara Region,746578,3350565,0
2015,RATI9455UFO,40591,12,28589,RETAIL-WHOLESALE,Mediterranean Region,372227,1357219,0
2015,RATI1956UJH,40621,16,241156,RETAIL-WHOLESALE,Aegean Region,135648,421152,1
2010,RATI6096NEM,34045,18,5415,RETAIL-WHOLESALE,Central Anatolia Region,718712,1954409,0
2013,RATI8648IOT,39535,2,25882,RETAIL-WHOLESALE,Marmara Region,1063140,2812473,0
2016,RATI8817WSE,35876,21,22861,MANUFACTURING,Eastern Anatolia Region,1084883,3434995,0
2015,RATI9128OCX,38123,15,,SERVICES,Marmara Region,2385086,4174925,3
2014,RATI3580APS,34990,3,32561,RETAIL-WHOLESALE,Mediterranean Region,894656,1796813,0
2017,RATI5808NDP,39624,7,,OTHERS,Mediterranean Region,595117,1025063,3
2011,RATI8865JDK,35287,7,72122,RETAIL-WHOLESALE,Central Anatolia Region,1126300,1169214,0
2015,RATI6279LYL,34341,12,61158,SERVICES,Aegean Region,3768636,5189019,0
2017,RATI6299AED,41549,2,99095,RETAIL-WHOLESALE,Marmara Region,576937,1103032,0
2015,RATI5470SCN,40527,8,471598,OTHERS,Marmara Region,454863,1779600,0
2014,RATI5335VPL,37109,9,133812,RETAIL-WHOLESALE,Marmara Region,712820,5433193,1
2011,RATI4539TZF,40024,5,31088,RETAIL-WHOLESALE,Marmara Region,61044,1368078,0
2011,RATI5335VPL,37117,4,94655,RETAIL-WHOLESALE,Marmara Region,435615,1481040,0
2012,RATI5415VYI,38726,4,57529,RETAIL-WHOLESALE,Aegean Region,,,0
2011,RATI8089ZOP,39755,,-30345,MANUFACTURING,Central Anatolia Region,21468,11539695,1
2013,RATI2300OMP,34540,6,,OTHERS,Marmara Region,204914,366183,3
2012,RATI2850ODH,34897,5,60539,MANUFACTURING,Southeastern Anatolia Region,1930577,3912519,0
2017,RATI2274RKV,40039,3,-15616,OTHERS,Marmara Region,203670,1438867,0
2012,RATI8098REW,39230,5,,OTHERS,Marmara Region,5721,53440,3
2016,RATI2675TES,40703,10,12556,OTHERS,Eastern Anatolia Region,1330079,3501567,0
2014,RATI3716YFZ,35826,7,196354,RETAIL-WHOLESALE,Aegean Region,138116,365552,0
2014,RATI1499DTH,35843,22,557189,MANUFACTURING,,527830,2068027,1
2014,RATI5803RJL,37652,6,,SERVICES,Mediterranean Region,614707,1650522,3
2017,RATI3836LSD,42058,1,41091,RETAIL-WHOLESALE,Eastern Anatolia Region,337990,665255,0
2011,RATI4603JYE,36872,6,-34859,RETAIL-WHOLESALE,Aegean Region,32136,488883,0
2013,RATI7580TRE,35074,18,48502,OTHERS,Central Anatolia Region,925470,1373336,1
2017,RATI5293PZF,38438,1,41091,RETAIL-WHOLESALE,,634981,1299088,0
2017,RATI3580APS,34995,11,20817,RETAIL-WHOLESALE,Mediterranean Region,1641475,2454164,0
2011,RATI2167PSE,36025,15,42468,RETAIL-WHOLESALE,Marmara Region,1407888,7250815,0
2017,RATI2122THS,38495,2,,SERVICES,Mediterranean Region,217896,2022619,3
2016,RATI8001WCW,32876,1,47863,SERVICES,,2737640,3346685,0
2017,RATI7150GLG,31812,26,1465985,MANUFACTURING,Central Anatolia Region,583052,6503057,1
2016,RATI8422DEW,39608,4,-84627,RETAIL-WHOLESALE,,2860714,3701281,0
2013,RATI7567KGW,39923,5,,OTHERS,Aegean Region,,,3
2015,RATI1473WMA,29249,3,,RETAIL-WHOLESALE,,7168467,9637177,3
2011,RATI7740CQO,32689,10,,SERVICES,Aegean Region,9888,1655788,3
2017,RATI5933WSG,40445,16,66659,MANUFACTURING,Marmara Region,124282,340490,0
2013,RATI7324ATM,39100,7,215388,OTHERS,Mediterranean Region,1437966,2101247,0
2016,RATI6967KFM,39086,6,-38987,OTHERS,Marmara Region,986584,3818877,0
2017,RATI6245IHU,39482,1,138205,RETAIL-WHOLESALE,Marmara Region,264380,814968,0
2015,RATI3337DRF,37157,7,,MANUFACTURING,Marmara Region,8054,64007,3
2011,RATI3417BUI,38542,4,-522657,RETAIL-WHOLESALE,Mediterranean Region,677510,1052172,0
2012,RATI2814BQR,39112,10,73410,RETAIL-WHOLESALE,Aegean Region,427470,1608056,1
2017,RATI9862LHE,40548,1,12391,RETAIL-WHOLESALE,Southeastern Anatolia Region,418900,696021,0
2012,RATI2449TDL,36882,19,54185,MANUFACTURING,Marmara Region,263473,2268887,1
2011,RATI4819BAZ,37273,8,18132,RETAIL-WHOLESALE,Marmara Region,533676,882848,0
